"trans","origin"
"一树树梅子变得金黄，杏子也越长越大了；荞麦花一片雪白，油菜花倒显得稀稀落落。","梅子金黄杏子肥，麦花雪白菜花稀。"
"白天长了，篱笆的影子随着太阳的升高变得越来越短，没有人经过；只有蜻蜓和蝴蝶绕着篱笆飞来飞去。","日长篱落无人过，惟有蜻蜓蛱蝶飞。"
"茅草房庭院经常打扫，洁净得没有一丝青苔。花草树木成行成垄，都是主人亲手栽种。","茅檐长扫净无苔，花木成畦手自栽。"
"庭院外一条小河保护着农田，并且环绕着农田；两座大山打开门来为人们送去绿色。","一水护田将绿绕，两山排闼送青来。"
"桑树枝叶繁茂，楝花也十分繁盛。清风吹送楝花余香，悄悄地送过墙头。","桑条索漠楝花繁，风敛余香暗度垣。"
"黄莺几声清脆的啼叫 ，惊醒了我的午觉。一梦醒来，我恍恍惚惚还觉得自己好像仍然在旧日所住的半山园中。","黄鸟数声残午梦，尚疑身属半山园。"
"四更天初至时，北风带来一场大雪；这上天赐给我们的瑞雪正好在除夕之夜到来，兆示着来年的丰收。","北风吹雪四更初，嘉瑞天教及岁除。"
"盛了半盏屠苏酒的杯子还没有来得及举起庆贺，我依旧在灯下用草字体赶写着迎春的桃符。","半盏屠苏犹未举，灯前小草写桃符。"
"梅子黄时，家家都被笼罩在雨中，长满青草的池塘边上，传来阵阵蛙声。","黄梅时节家家雨，青草池塘处处蛙。"
"时间已过午夜，已约请好的客人还没有来，我无聊地轻轻敲着棋子，震落了点油灯时灯芯结出的疙瘩。","有约不来过夜半，闲敲棋子落灯花。"
"瑟瑟的秋风吹动梧桐树叶，送来阵阵寒意，江上吹来秋风，使出门在外的我不禁思念起自己的家乡。","萧萧梧叶送寒声，江上秋风动客情。"
"家中几个小孩还在兴致勃勃地斗蟋蟀呢！夜深人静了还亮着灯不肯睡眠。 ","知有儿童挑促织，夜深篱落一灯明。"
"荷花凋谢连那擎雨的荷叶也枯萎了，只有那开败了菊花的花枝还傲寒斗霜。","荷尽已无擎雨盖，菊残犹有傲霜枝。"
"一年中最好的景致你一定要记住，那就是在橙子金黄、橘子青绿的秋末冬初的时节啊。","一年好景君须记，最是橙黄橘绿时。"
"半亩大的方形池塘像一面镜子一样打开，清澈明净，天光、云影在水面上闪耀浮动。","半亩方塘一鉴开，天光云影共徘徊。"
"要问池塘里的水为何这样清澈呢？是因为有永不枯竭的源头源源不断地为它输送活水。","问渠那得清如许？为有源头活水来。"
"我在高大的古树阴下拴好了小船；拄着拐杖，走过小桥，恣意欣赏这美丽的春光。","古木阴中系短篷，杖藜扶我过桥东。"
"丝丝细雨，淋不湿我的衣衫；它飘洒在艳丽的杏花上，使花儿更加灿烂。阵阵微风，吹着我的脸已不使人感到寒；它舞动着嫩绿细长的柳条，格外轻飏。","沾衣欲湿杏花雨，吹面不寒杨柳风。"
"清明时节，春雷万钧，惊醒万物，宇宙给大地带来了勃勃生机。","佳节清明桃李笑，野田荒冢只生愁。"
"春雨绵绵，使大地上一片芳草萋萋，桃李盛开。","雷惊天地龙蛇蛰，雨足郊原草木柔。"
"野田荒芜之处，是埋葬着死者的墓地，死去的人们长眠地下，使活着的人心里感到难过。","人乞祭余骄妾妇，士甘焚死不公侯。"
"虽然无论智愚高低， 最后都是篷蒿一丘。","贤愚千载知谁是，满眼蓬蒿共一丘。"
"一只渔船上，有两个小孩子，他们收起了竹竿，停下了船桨，坐在船中。","一叶渔船两小童，收篙停棹坐船中。"
"怪不得没下雨他们就张开了伞，原来他们不是为了遮雨，而是想利用伞当帆让船前进啊。","怪生无雨都张伞，不是遮头是使风。"
"不要说从山岭上下来就没有困难，这句话骗得前来爬山的人白白地欢喜一场。","莫言下岭便无难，赚得行人错喜欢。"
"当你进入到崇山峻岭的圈子里以后，你刚攀过一座山，另一座山立刻将你阻拦。","正入万山圈子里，一山放过一山拦。"
"梅子黄透了的时候，天天都是晴朗的好天气，乘小舟沿着小溪而行，走到了小溪的尽头，再改走山路继续前行。","梅子黄时日日晴，小溪泛尽却山行。"
"山路上苍翠的树，与来的时候一样浓密，深林丛中传来几声黄鹂的欢鸣声，比来时更增添了些幽趣。 ","绿阴不减来时路，添得黄鹂四五声。"
"青春的日子十分容易逝去，学问却很难获得成功，所以每一寸光阴都要珍惜，不能轻易放过。","少年易老学难成，一寸光阴不可轻。"
"没等池塘生春草的美梦醒来，台阶前的梧桐树叶就已经在秋风里沙沙作响了。 ","未觉池塘春草梦，阶前梧叶已秋声。"
"归老隐居的志向就算没有那五亩田园也依然如故，读书的本意原在于黎民百姓。","归志宁无五亩园，读书本意在元元。"
"灯下读书，眼神已不比从前，却还是规定自己读完了两万的蝇头小字。","灯前目力虽非昔，犹课蝇头二万言。"
"巍巍岳阳楼矗立在洞庭湖之东长江之西，夕阳黄昏，没有晚风卷起，楼阁上的招牌静止不动。","洞庭之东江水西，帘旌不动夕阳迟。"
"登临当年吴国和蜀国的分界之处（荆州），在湖山黄昏下徘徊。","登临吴蜀横分地，徙倚湖山欲暮时。"
"行程万里，今日登高远望是什么心绪？为避战乱我奔波三年。","万里来游还望远，三年多难更凭危。"
"登楼凭吊古人，我自己已是两鬓如霜，看着远山的古树，青苍中，隐含无限的伤悲。","白头吊古风霜里，老木沧波无限悲。"
"平湖映着天空的影子，晴空万里，波澜不惊，大雁在空中飞来飞去。","天入平湖晴不风，夕帆和雁正浮空。"
"岳阳楼很多人都在看秋天的景色，看日落君山。","楼头客子杪秋后，日落君山元气中。"
"往北边可以看到白首，往南边可以看到丹枫。","北望可堪回白首，南游聊得看丹枫。"
"一路欣赏景色，结果到了巴陵还没有写出来诗。","翰林物色分留少，诗到巴陵还未工。"
"千百声的鸟的鸣叫声，随着自己的心意任意回荡着，(就在那)山花万紫千红绽放在高低有致的林木里。","百啭千声随意移，山花红紫树高低。"
"这才明白：（以前)听到那锁在金笼内的画眉叫声，远比不上悠游林中时的自在啼唱。 ","始知锁向金笼听，不及林间自在啼。"
"年轻时就立志北伐中原， 哪想到竟然是如此艰难。我常常北望那中原大地， 热血沸腾啊怨气如山啊。","早岁那知世事艰，中原北望气如山。"
"记得在瓜州渡痛击金兵， 雪夜里飞奔着楼船战舰。秋风中跨战马纵横驰骋， 收复了大散关捷报频传。","楼船夜雪瓜洲渡，铁马秋风大散关。"
"想当初我自比万里长城， 立壮志为祖国扫除边患。到如今垂垂老鬓发如霜， 盼北伐盼恢复都成空谈。","塞上长城空自许，镜中衰鬓已先斑。"
"不由人缅怀那诸葛孔明， 出师表真可谓名不虚传，有谁像诸葛亮鞠躬尽瘁， 率三军复汉室北定中原！","出师一表真名世，千载谁堪伯仲间！"
"白天在田里锄草，夜晚在家中搓麻线，村中男男女女各有各的家务劳动。","昼出耘田夜绩麻，村庄儿女各当家。"
"小孩子虽然不会耕田织布，也在那桑树阴下学着种瓜。","童孙未解供耕织，也傍桑阴学种瓜。"
"袅袅的东风吹动了淡淡的云彩，露出了月亮，月光也是淡淡的。花朵的香气融在朦胧的雾里，而月亮已经移过了院中的回廊。","东风袅袅泛崇光，香雾空蒙月转廊。"
"由于只是害怕在这深夜时分，花儿就会睡去，因此燃着高高的蜡烛，不肯错过欣赏这海棠盛开的时机。","只恐夜深花睡去，故烧高烛照红妆。"
"近年来做官的兴味淡淡的像一层薄纱，谁又让我乘马来到京都作客沾染繁华？","世味年来薄似纱，谁令骑马客京华。"
"住在小楼听尽了一夜的春雨淅沥滴答，清早会听到小巷深处在一声声叫卖杏花。","小楼一夜听春雨，深巷明朝卖杏花。"
"铺开小纸从容地斜写行行草草，字字有章法，晴日窗前细细地煮水、沏茶、撇沫，试着品名茶。","矮纸斜行闲作草，晴窗细乳戏分茶。"
"呵，不要叹息那京都的尘土会弄脏洁白的衣衫，清明时节还来得及回到镜湖边的山阴故家。","素衣莫起风尘叹，犹及清明可到家。"
"淡淡的云在天上飘，风儿吹拂着我的脸庞，此时此刻已近正午，我穿行于花丛之中，沿着绿柳，不知不觉间来到了前面的河边。","云淡风轻近午天，傍花随柳过前川。"
"当时的人不理解我此时此刻我内心的快乐，还以为我在学年轻人的模样，趁着大好时光忙里偷闲呢。","时人不识余心乐，将谓偷闲学少年。"
"百花凋零，独有梅花迎着寒风昂然盛开，那明媚艳丽的景色把小园的风光占尽。","众芳摇落独暄妍，占尽风情向小园。"
"稀疏的影儿，横斜在清浅的水中，清幽的芬芳浮动在黄昏的月光之下。","疏影横斜水清浅，暗香浮动月黄昏。"
"寒雀想飞落下来时，先偷看梅花一眼；蝴蝶如果知道梅花的妍美，定会消魂失魄。","霜禽欲下先偷眼，粉蝶如知合断魂。"
"幸喜我能低声吟诵，和梅花亲近，不用敲着檀板唱歌，执着金杯饮酒来欣赏它了。","幸有微吟可相狎，不须檀板共金尊。"
"龙舟竞赛为的是深切悲念屈原的千古奇冤，忠烈之魂一去千载哪里还能回还啊？","竞渡深悲千载冤，忠魂一去讵能还。"
"国破身死现在还能有什么呢？唉！只留下千古绝唱之离骚在人世间了！ ","国亡身殒今何有，只留离骚在世间。"
"只有梅花没有雪花的话，看起来没有什么精神气质。如果下雪了却没有诗文相合，也会非常的俗气。","有梅无雪不精神，有雪无诗俗了人。"
"当在冬天傍晚夕阳西下写好了诗，刚好天空又下起了雪。再看梅花雪花争相绽放，像春天一样艳丽多姿，生气蓬勃。","日暮诗成天又雪，与梅并作十分春。"
"夜已经深了，香炉里的香早已经燃尽，漏壶里的水也快漏完了。后半夜的春风给人带来阵阵的寒意。","金炉香烬漏声残，翦翦轻风阵阵寒。"
"然而春天的景色却使人心烦意乱，只看见随着月亮的移动，花木的影子悄悄地爬上了栏杆。","春色恼人眠不得，月移花影上栏杆。"
"听说山上的梅花已经迎着晨风绽开，四周大山的山坡上一树树梅花似雪洁白。","闻道梅花坼晓风，雪堆遍满四山中。"
"有什么办法可以把我的身子也化为几千几亿个？让每一棵梅花树前都有一个陆游常在。","何方可化身千亿，一树梅花一放翁。"
"梅子味道很酸，吃过之后，余酸还残留在牙齿之间；芭蕉初长，而绿阴映衬到纱窗上。","梅子留酸软齿牙，芭蕉分绿与窗纱。"
"春去夏来，日长人倦，午睡后起来，情绪无聊，闲着无事观看儿童戏捉空中飘飞的柳絮。","日长睡起无情思，闲看儿童捉柳花。"
"春天的夜晚，即便是极短的时间也十分珍贵。花儿散发着丝丝缕缕的清香，月光在花下投射出朦胧的阴影。","春宵一刻值千金，花有清香月有阴。"
"楼台深处，富贵人家还在轻歌曼舞，那轻轻的歌声和管乐声还不时地弥散于醉人的夜色中。夜已经很深了，挂着秋千的庭院已是一片寂静。","歌管楼台声细细，秋千院落夜沉沉。"
"两岸原野落花缤纷，随风飞舞,连船帆也仿佛也染上了淡淡的红色，船帆趁顺风，一路轻扬，沿着长满榆树的大堤，半日工夫就到了离京城百里以外的地方。","飞花两岸照船红，百里榆堤半日风。"
"躺在船上望着天上的云 ，它们好像都纹丝不动，却不知道云和我都在向东行前进。","卧看满天云不动，不知云与我俱东。"
"都说作诗是为了赠汨罗江，作为当今的快乐又奈何。","谩说投诗赠汨罗，身今且乐奈渠何。"
"我曾经听说对木雕神像祈求幸福，试着向艾人祝福啊！","尝闻求福木居士，试向艾人成祝呵。"
"明明是忠言，却不被楚王采纳，最后落得个沉江而死的下场，但是留下的文章却像星星一样永垂不朽。","忠言不用竟沉死，留得文章星斗罗。"
"再倒一杯昌歜酒，为屈原而击节歌唱吧！","何意更觞昌歜酒，为君击节一长歌。"
"每年端午节都会下雨刮风，像是为屈原喊冤陈情。","年年端午风兼雨，似为屈原陈昔冤。"
"我想要找人谈谈这些心事，去玩只有屋舍南北的鹁鸠。 ","我欲于谁论许事，舍南舍北鹁鸠喧。"
"轻雷响过，春雨淅沥而下。雨后初晴，阳光好像在刚刚被雨洗过的碧瓦间浮动。","一夕轻雷落万丝，霁光浮瓦碧参差。"
